Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,17,2,9147,1,1,1900-01-05 03:00:00,1,1,38,4,7,1900-01-04 19:03:00,1,0,0,1,0,1,18,0,0,5,9,3,13:00:00,0,0,5,11,3,11:00:00,0,08:09:00,01:04:00,03:51:00,Enrolled
1,1,1,9085,1,1,1900-01-05 11:00:00,1,19,19,9,9,1900-01-05 19:08:00,1,0,0,1,0,0,19,0,0,5,6,5,13:04:00,0,0,5,5,5,12:08:00,0,10:08:00,01:04:00,0.093055556,Graduate
1,1,3,9773,1,1,1900-01-06 14:00:00,1,1,38,4,7,1900-01-06 13:00:00,1,0,0,1,0,0,18,0,0,6,6,6,12666666666666600,0,0,6,7,6,12571428571428500,0,10:08:00,01:04:00,0.093055556,Graduate
1,17,2,9500,1,1,1900-01-05 02:00:00,1,37,37,9,9,1900-01-05 11:00:00,1,0,0,1,0,0,18,0,0,7,7,6,12516666666666600,1,0,7,7,6,12516666666666600,1,07:06:00,02:06:00,00:32:00,Dropout
1,43,1,9500,1,1,1900-01-05 10:00:00,1,38,38,9,5,1900-01-04 04:00:00,0,0,0,1,0,0,20,0,0,7,11,6,11616666666666600,0,0,7,7,7,13:00:00,0,13:09:00,-0.3,0.054861111,Enrolled
1,17,1,9238,1,1,1900-01-06 10:00:00,1,19,37,9,7,1900-01-05 20:04:00,1,0,0,1,0,1,20,0,0,6,13,2,10:00:00,0,0,6,12,4,0.46875,0,07:06:00,02:06:00,00:32:00,Enrolled
1,17,1,9147,1,1,1900-01-05 00:00:00,1,19,19,3,3,1900-01-04 17:04:00,0,0,0,1,0,0,20,0,0,5,11,3,10333333333333300,0,0,5,10,3,10666666666666600,0,12:04:00,00:05:00,0.096527778,Enrolled
1,1,2,9085,1,1,1900-01-05 20:00:00,1,37,38,9,7,1900-01-05 17:00:00,0,0,0,1,0,0,18,0,0,5,12,5,13142857142857100,2,0,5,6,5,11:04:00,0,09:04:00,-0.8,-3.12,Graduate
1,1,1,9147,1,1,1900-01-05 07:00:00,1,2,19,4,5,1900-01-05 01:08:00,0,0,0,1,0,0,18,0,0,5,5,5,12:06:00,0,0,5,5,5,14:00:00,0,11:01:00,00:06:00,02:02:00,Graduate
1,17,1,9254,1,1,1900-01-05 13:01:00,1,1,1,4,5,1900-01-05 11:00:00,1,0,0,1,0,0,21,0,0,6,12,3,11:00:00,0,0,6,12,2,11:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,1,2,9147,1,1,1900-01-05 00:00:00,1,19,19,9,7,1900-01-04 22:06:00,1,0,0,1,0,0,19,0,0,5,8,5,10:08:00,0,0,5,9,4,11:25:00,2,16:02:00,00:03:00,-0.92,Graduate
1,1,1,171,1,1,1900-01-05 17:00:00,1,3,19,2,9,1900-01-05 02:03:00,0,0,0,1,0,0,19,0,0,0,0,0,00:00:00,0,0,0,0,0,00:00:00,0,10:08:00,01:04:00,0.093055556,Dropout
1,1,1,9670,1,1,1900-01-05 11:00:00,1,38,38,9,9,1900-01-05 07:09:00,0,0,0,1,0,1,19,0,0,5,5,5,12:08:00,0,0,5,5,5,14:02:00,0,09:04:00,-0.8,-3.12,Graduate
1,1,1,9085,1,1,1900-01-05 10:00:00,1,19,38,4,7,1900-01-05 01:03:00,1,0,0,1,0,0,19,0,0,6,15,6,14166666666666600,0,0,6,13,6,12:02:00,0,15:05:00,02:08:00,-4.06,Graduate
1,17,6,9556,1,1,1900-01-05 02:00:00,1,1,1,4,5,1900-01-04 21:01:00,1,0,0,1,0,0,19,0,0,7,12,5,12:01:00,0,0,7,0,0,00:00:00,0,13:09:00,-0.3,0.054861111,Dropout
1,44,1,9085,1,39,1900-01-06 16:00:00,1,37,37,9,9,1900-01-06 16:00:00,1,0,0,1,0,0,20,0,1,6,7,6,14166666666666600,0,1,6,17,5,1377777777777770,0,12:04:00,00:05:00,0.096527778,Graduate
1,1,1,9853,1,1,1900-01-06 02:00:00,1,19,38,9,3,1900-01-06 01:03:00,1,0,0,1,0,1,18,0,0,6,8,5,12:08:00,0,0,6,7,5,13:04:00,0,09:04:00,-0.8,-3.12,Enrolled
1,17,3,9238,1,1,1900-01-05 11:00:00,1,1,39,5,3,1900-01-05 02:06:00,1,0,0,1,0,0,18,0,0,6,7,6,13:00:00,0,0,6,6,6,13666666666666600,0,12:04:00,00:05:00,0.096527778,Graduate
1,17,6,9500,1,1,1900-01-05 12:00:00,1,1,37,8,9,1900-01-05 08:00:00,1,0,0,1,0,0,19,0,0,7,7,7,13467142857142800,0,0,8,9,8,15011111111111100,0,12:04:00,00:05:00,0.096527778,Graduate
1,1,3,9500,1,1,1900-01-05 18:00:00,1,19,19,5,8,1900-01-05 04:09:00,1,0,0,1,0,1,18,0,0,7,9,7,132375,0,0,8,9,7,13742857142857100,0,13:09:00,-0.3,0.054861111,Dropout
1,17,2,9070,1,1,1900-01-05 10:00:00,1,37,37,9,9,1900-01-05 03:07:00,1,0,0,1,0,0,18,0,0,6,6,6,12333333333333300,0,0,6,6,6,13:00:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,4,9147,1,1,1900-01-05 06:00:00,1,1,19,4,8,1900-01-05 00:01:00,1,0,0,1,0,0,19,0,0,5,7,5,12:04:00,0,0,5,5,5,14:06:00,0,08:09:00,01:04:00,03:51:00,Graduate
1,17,6,9500,1,1,1900-01-06 04:00:00,1,1,19,3,3,1900-01-05 11:07:00,1,0,0,1,0,0,19,0,0,7,8,5,14:00:00,0,0,7,7,0,00:00:00,0,13:09:00,-0.3,0.054861111,Dropout
1,43,1,9238,1,1,1900-01-05 10:00:00,1,38,37,9,7,1900-01-05 13:02:00,0,0,0,1,0,0,20,0,5,9,15,9,11666666666666600,0,2,7,8,7,11714285714285700,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,1,9670,1,1,1900-01-04 21:00:00,1,1,38,3,9,1900-01-04 13:03:00,0,0,1,0,0,1,19,0,0,6,7,5,12:00:00,0,0,6,9,4,12:05:00,0,12:04:00,00:05:00,0.096527778,Dropout
1,17,1,9670,1,1,1900-01-05 00:00:00,1,19,19,5,5,1900-01-04 17:00:00,1,0,0,1,0,0,20,0,0,5,7,4,12:02:00,0,0,5,5,4,11:05:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,1,9773,1,1,1900-01-06 09:00:00,1,1,1,141,175,1900-01-06 13:09:00,0,0,1,1,0,1,18,0,0,6,6,6,14833333333333300,0,0,6,6,6,14833333333333300,0,08:09:00,01:04:00,03:51:00,Graduate
1,1,2,9500,1,1,1900-01-04 21:00:00,1,19,1,4,7,1900-01-04 16:01:00,0,0,0,1,0,1,20,0,0,7,9,5,13188,0,0,8,9,7,12892857142857100,0,11:01:00,00:06:00,02:02:00,Enrolled
1,18,1,9500,1,1,1900-01-07 10:00:00,1,19,1,4,8,1900-01-07 06:07:00,0,0,0,1,0,0,18,0,0,7,8,7,17125,0,0,8,8,8,175875,0,13:09:00,-0.3,0.054861111,Graduate
1,1,5,9500,1,1,1900-01-05 09:00:00,1,37,37,9,9,1900-01-05 08:08:00,1,0,0,1,0,0,19,0,0,7,7,6,12666666666666600,0,0,7,7,6,12666666666666600,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,6,9773,1,1,1900-01-04 20:00:00,1,19,1,4,4,1900-01-04 14:01:00,1,0,0,1,0,1,19,0,0,6,8,6,12666666666666600,0,0,6,10,5,12:00:00,0,12:04:00,00:05:00,0.096527778,Graduate
1,51,1,9147,1,1,1900-01-04 03:00:00,1,3,1,3,3,1900-01-04 03:07:00,1,0,1,0,0,0,22,0,0,5,8,0,00:00:00,0,0,5,7,0,00:00:00,0,08:09:00,01:04:00,03:51:00,Enrolled
1,1,3,9238,1,1,1900-01-05 15:00:00,1,1,12,9,10,1900-01-05 01:00:00,1,0,0,1,0,1,19,0,0,6,7,6,11333333333333300,0,0,6,6,6,11:05:00,0,12:04:00,00:05:00,0.096527778,Graduate
1,1,3,9500,1,1,1900-01-05 21:00:00,1,19,19,9,7,1900-01-05 11:07:00,1,0,0,1,0,1,19,0,0,7,10,7,13605,0,0,8,11,8,1233125,0,15:05:00,02:08:00,-4.06,Graduate
1,17,5,9853,1,1,1900-01-05 12:00:00,1,37,38,5,6,1900-01-04 23:01:00,1,0,0,1,0,1,19,0,0,6,10,5,12:00:00,0,0,6,9,5,10:08:00,0,09:04:00,-0.8,-3.12,Graduate
1,1,4,9254,1,1,1900-01-05 12:00:00,1,12,19,9,9,1900-01-05 04:07:00,1,0,0,1,0,0,19,0,0,5,10,0,00:00:00,0,0,5,10,0,00:00:00,0,07:06:00,02:06:00,00:32:00,Dropout
1,17,1,9254,1,1,1900-01-04 17:00:00,1,1,37,9,10,1900-01-04 21:02:00,1,0,0,1,0,0,20,0,0,6,8,5,11:02:00,0,0,6,12,3,11666666666666600,0,07:06:00,02:06:00,00:32:00,Dropout
1,1,1,9147,1,1,1900-01-05 14:00:00,1,3,19,2,10,1900-01-05 08:08:00,0,0,0,1,0,0,18,0,0,5,10,5,13375,0,0,5,9,5,14166666666666600,0,13:09:00,-0.3,0.054861111,Graduate
1,1,1,9500,1,1,1900-01-05 16:00:00,1,1,19,9,9,1900-01-05 11:05:00,0,0,0,1,0,1,20,0,0,7,8,6,13863333333333300,0,0,8,9,7,14178571428571400,0,11:01:00,00:06:00,02:02:00,Graduate
1,1,1,171,1,1,1900-01-05 16:00:00,1,3,37,2,8,1900-01-05 01:07:00,1,0,0,1,0,0,18,0,0,0,0,0,00:00:00,0,0,0,0,0,00:00:00,0,09:04:00,-0.8,-3.12,Enrolled
1,1,1,9085,1,1,1900-01-05 09:00:00,1,1,38,4,7,1900-01-05 03:04:00,0,0,0,1,0,0,19,0,0,5,6,5,12:04:00,0,0,5,6,5,13:04:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,17,1,9853,1,1,1900-01-05 18:00:00,1,38,38,7,6,1900-01-05 04:07:00,1,0,0,1,0,0,18,0,0,6,11,3,12333333333333300,0,0,6,10,5,10833333333333300,0,09:04:00,-0.8,-3.12,Enrolled
1,1,1,9853,1,1,1900-01-05 17:00:00,1,37,37,9,9,1900-01-05 12:08:00,1,0,0,1,0,0,18,0,0,6,7,6,13333333333333300,0,0,6,8,5,11:08:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,43,1,9853,1,1,1900-01-04 19:00:00,1,3,37,2,5,1900-01-04 12:07:00,1,0,0,1,0,0,21,0,0,6,10,3,12666666666666600,0,0,6,12,3,10:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,1,1,9853,1,1,1900-01-05 09:00:00,1,38,37,6,6,1900-01-05 18:01:00,0,0,0,1,0,0,19,0,0,6,8,6,12:00:00,0,0,6,10,4,11:05:00,0,07:06:00,02:06:00,00:32:00,Dropout
1,1,1,9147,1,1,1900-01-05 11:00:00,1,38,38,9,9,1900-01-05 06:05:00,0,0,0,1,0,1,18,0,0,5,5,5,10:06:00,0,0,5,5,5,11:08:00,0,12:04:00,00:05:00,0.096527778,Graduate
1,17,2,9238,1,1,1900-01-05 13:00:00,1,1,37,7,9,1900-01-05 07:04:00,1,0,0,1,0,1,18,0,0,6,8,6,12:25:00,0,0,6,7,6,11857142857142800,0,12:07:00,03:07:00,-1.7,Graduate
1,1,3,9238,1,1,1900-01-05 05:00:00,1,19,1,9,10,1900-01-05 03:06:00,1,0,0,1,0,0,20,0,0,6,10,4,11:00:00,0,0,6,9,6,11833333333333300,0,09:04:00,-0.8,-3.12,Graduate
1,39,1,8014,0,1,1900-01-05 00:00:00,1,1,19,6,8,1900-01-05 02:00:00,0,0,0,1,0,1,24,0,0,6,11,5,11:00:00,0,0,6,9,5,12:06:00,0,11:01:00,00:06:00,02:02:00,Graduate
1,1,1,9670,1,1,1900-01-05 08:00:00,1,19,1,4,1,1900-01-04 22:02:00,0,0,0,1,0,0,19,0,0,6,6,6,13166666666666600,0,0,6,9,6,13:00:00,0,10:08:00,01:04:00,0.093055556,Dropout
1,1,1,9500,1,1,1900-01-05 07:00:00,1,19,37,9,7,1900-01-05 03:09:00,1,0,0,1,0,1,18,0,0,7,9,7,12855555555555500,0,0,8,12,7,12761111111111100,0,15:05:00,02:08:00,-4.06,Graduate
1,1,2,9500,1,1,1900-01-05 14:00:00,1,19,19,9,9,1900-01-05 05:08:00,1,0,0,1,0,0,18,0,0,7,8,7,1491875,0,0,8,8,8,15355,0,15:05:00,02:08:00,-4.06,Graduate
1,17,5,9853,1,1,1900-01-05 12:00:00,1,12,12,4,4,1900-01-05 03:03:00,1,0,0,1,0,0,21,0,0,6,13,4,11:05:00,0,0,6,10,3,11:00:00,0,10:08:00,01:04:00,0.093055556,Dropout
1,17,2,9670,1,1,1900-01-05 04:00:00,1,1,19,5,4,1900-01-05 04:04:00,0,0,0,1,0,0,19,0,0,5,5,5,14:02:00,0,0,5,5,5,14:02:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,17,1,9773,1,1,1900-01-05 13:01:00,1,19,37,7,7,1900-01-05 06:00:00,0,0,0,1,0,1,19,0,0,6,6,6,12:05:00,0,0,6,7,6,13:00:00,0,15:05:00,02:08:00,-4.06,Graduate
3,39,1,9003,1,1,1900-01-07 02:00:00,1,1,37,6,6,1900-01-07 02:00:00,0,0,1,1,0,0,47,0,0,1,1,0,00:00:00,0,0,6,0,0,00:00:00,0,08:09:00,01:04:00,03:51:00,Enrolled
1,17,3,9238,1,1,1900-01-05 05:00:00,1,19,19,7,8,1900-01-05 01:05:00,0,0,0,1,0,0,19,0,0,6,10,5,11666666666666600,0,0,6,12,4,11:00:00,0,13:09:00,-0.3,0.054861111,Graduate
1,39,1,9500,1,3,1900-01-05 10:00:00,1,2,2,1,1,1900-01-05 10:00:00,0,0,0,1,0,0,29,0,1,8,8,7,14257142857142800,0,1,8,8,7,14257142857142800,0,12:07:00,03:07:00,-1.7,Graduate
1,43,1,9238,1,1,1900-01-05 05:00:00,1,19,19,4,8,1900-01-04 21:00:00,1,0,0,1,0,0,21,0,0,6,13,3,12:00:00,0,0,6,12,2,11333333333333300,0,16:02:00,00:03:00,-0.92,Dropout
1,39,1,9085,1,1,1900-01-05 10:00:00,1,37,19,9,7,1900-01-05 10:00:00,1,0,0,1,0,0,28,0,0,5,13,4,11:25:00,1,0,5,11,4,10:05:00,0,12:07:00,03:07:00,-1.7,Enrolled
1,17,2,9556,1,1,1900-01-05 13:01:00,1,37,37,3,10,1900-01-04 12:00:00,0,0,0,1,0,0,20,0,0,7,8,7,12457142857142800,0,0,8,8,8,135625,0,15:05:00,02:08:00,-4.06,Graduate
1,17,1,9500,1,1,1900-01-05 11:00:00,1,2,38,4,5,1900-01-05 12:03:00,1,0,0,1,0,0,19,0,0,7,7,6,11683333333333300,0,0,7,7,6,11683333333333300,0,07:06:00,02:06:00,00:32:00,Graduate
1,42,1,8014,0,1,1900-01-06 06:00:00,1,19,2,4,6,1900-01-06 04:00:00,0,0,0,1,0,0,26,0,0,6,10,3,11666666666666600,0,0,6,8,5,12:00:00,0,09:04:00,-0.8,-3.12,Graduate
1,17,2,9254,1,1,1900-01-05 05:00:00,1,37,37,9,8,1900-01-05 02:06:00,1,0,1,0,0,0,20,0,0,6,8,4,0.510416667,0,0,6,6,6,13166666666666600,0,11:01:00,00:06:00,02:02:00,Dropout
1,1,1,9670,1,1,1900-01-05 11:00:00,1,37,37,9,9,1900-01-05 03:00:00,1,0,0,1,0,1,18,0,0,5,6,3,11666666666666600,0,0,5,6,4,13:05:00,0,07:06:00,02:06:00,00:32:00,Enrolled
1,39,1,9853,1,1,1900-01-05 10:00:00,1,37,19,9,5,1900-01-04 06:05:00,0,0,0,1,0,0,27,0,0,6,9,5,13:02:00,0,0,6,10,5,12:00:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,2,9500,1,1,1900-01-05 03:00:00,1,34,34,90,90,1900-01-04 17:03:00,1,0,0,1,0,0,20,0,0,7,8,4,0.524305556,0,0,7,8,4,0.524305556,0,07:06:00,02:06:00,00:32:00,Dropout
1,1,5,9853,1,1,1900-01-05 21:00:00,1,37,19,9,5,1900-01-05 13:00:00,1,0,0,1,0,0,18,0,0,6,8,5,12:04:00,0,0,6,12,5,10:04:00,0,09:04:00,-0.8,-3.12,Dropout
1,7,1,9500,1,3,1900-01-05 20:00:00,1,1,1,9,5,1900-01-05 20:00:00,0,0,0,1,0,0,33,0,2,7,8,6,14:35:00,0,3,8,10,6,14583333333333300,0,16:02:00,00:03:00,-0.92,Dropout
1,43,1,9853,1,1,1900-01-05 20:00:00,1,3,1,3,3,1900-01-05 08:03:00,1,0,0,1,0,0,35,0,19,21,21,21,1261904761904760,0,13,19,19,19,12789473684210500,0,12:04:00,00:05:00,0.096527778,Graduate
1,44,1,9991,0,39,1900-01-05 20:00:00,1,37,19,9,8,1900-01-05 20:00:00,0,0,0,1,0,1,26,0,2,6,7,6,12666666666666600,0,2,6,7,6,13166666666666600,1,09:04:00,-0.8,-3.12,Enrolled
1,39,1,9773,1,19,1900-01-05 13:01:00,1,19,19,3,4,1900-01-04 08:00:00,0,0,1,0,0,0,27,0,0,6,6,5,12:00:00,0,0,6,6,0,00:00:00,0,11:01:00,00:06:00,02:02:00,Dropout
1,18,3,9070,1,1,1900-01-05 11:00:00,1,1,37,5,5,1900-01-05 02:03:00,1,0,0,0,0,0,19,0,0,6,6,6,12166666666666600,0,0,6,6,0,00:00:00,0,15:05:00,02:08:00,-4.06,Dropout
1,17,2,9254,1,1,1900-01-05 23:00:00,1,1,19,4,6,1900-01-05 15:00:00,0,0,0,1,0,0,20,0,0,6,0,0,00:00:00,0,0,6,0,0,00:00:00,0,11:01:00,00:06:00,02:02:00,Dropout
1,18,2,9147,1,1,1900-01-05 12:00:00,1,3,3,5,7,1900-01-04 23:01:00,1,0,1,0,0,0,20,0,0,5,9,3,10:00:00,0,0,5,9,3,10571428571428500,0,10:08:00,01:04:00,0.093055556,Dropout
1,43,1,9238,1,1,1900-01-05 23:00:00,1,1,37,5,9,1900-01-05 06:06:00,0,0,1,0,0,0,21,0,5,10,18,8,11:05:00,0,0,6,12,4,10:00:00,0,09:04:00,-0.8,-3.12,Enrolled
1,17,3,9500,1,1,1900-01-05 21:00:00,1,38,1,9,4,1900-01-05 09:00:00,1,0,0,1,0,1,18,0,0,7,7,6,13:05:00,0,0,7,7,6,13:05:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,39,1,9085,1,1,1900-01-05 13:01:00,1,1,19,9,9,1900-01-06 18:03:00,1,0,0,1,0,0,24,0,0,6,10,2,11:00:00,0,0,6,6,0,00:00:00,0,08:09:00,01:04:00,03:51:00,Dropout
1,17,4,9070,1,1,1900-01-06 04:00:00,1,1,3,4,1,1900-01-06 19:04:00,1,0,0,1,0,0,20,0,0,6,7,6,11:05:00,0,0,6,6,6,12:00:00,0,16:02:00,00:03:00,-0.92,Graduate
1,1,1,9254,1,1,1900-01-05 05:00:00,1,19,38,9,8,1900-01-05 01:05:00,0,0,0,1,0,1,21,0,0,6,7,6,12:00:00,0,0,6,6,6,12:05:00,0,13:09:00,-0.3,0.054861111,Graduate
1,1,1,8014,0,1,1900-01-05 00:00:00,1,1,37,7,3,1900-01-05 02:08:00,0,0,0,1,0,0,23,0,0,6,13,2,10:00:00,0,0,5,12,1,10:00:00,0,09:04:00,-0.8,-3.12,Enrolled
1,39,1,9147,1,1,1900-01-05 20:00:00,1,12,3,4,3,1900-01-04 22:00:00,1,0,0,1,0,0,24,0,0,5,5,0,00:00:00,0,0,5,5,0,00:00:00,0,07:06:00,02:06:00,00:32:00,Dropout
1,51,1,9853,1,1,1900-01-05 19:00:00,1,1,1,4,10,1900-01-05 14:00:00,0,0,0,1,0,0,21,0,0,6,0,0,00:00:00,0,0,6,0,0,00:00:00,0,12:04:00,00:05:00,0.096527778,Dropout
1,1,4,9500,1,1,1900-01-05 22:00:00,1,38,38,9,8,1900-01-05 09:08:00,1,0,0,1,0,0,18,0,0,8,8,7,12242857142857100,0,0,8,8,7,12242857142857100,0,12:07:00,03:07:00,-1.7,Graduate
1,39,1,9991,0,40,1900-01-05 10:00:00,1,19,1,3,4,1900-01-06 08:00:00,1,0,0,1,0,0,27,0,0,5,0,0,00:00:00,0,0,5,0,0,00:00:00,0,08:09:00,01:04:00,03:51:00,Dropout
1,18,6,9500,1,1,1900-01-05 06:00:00,1,37,37,5,5,1900-01-05 02:08:00,1,0,0,1,0,0,18,0,0,8,8,8,1293375,0,0,8,8,8,1293375,0,09:04:00,-0.8,-3.12,Graduate
1,7,1,9119,1,3,1900-01-06 06:00:00,1,3,2,2,2,1900-01-06 06:00:00,0,0,0,1,0,0,35,0,0,5,0,0,00:00:00,0,0,5,0,0,00:00:00,0,13:09:00,-0.3,0.054861111,Dropout
1,1,1,9853,1,1,1900-01-05 10:00:00,1,19,19,3,8,1900-01-05 11:08:00,0,0,0,1,0,0,18,0,0,7,9,7,12571428571428500,0,0,7,8,7,14428571428571400,0,11:01:00,00:06:00,02:02:00,Graduate
1,39,1,9500,1,1,1900-01-05 00:00:00,1,1,3,175,121,1900-01-04 09:09:00,0,0,0,1,0,0,35,0,0,3,4,3,11816666666666600,0,0,3,3,3,11333333333333300,0,11:01:00,00:06:00,02:02:00,Enrolled
1,1,1,9085,1,1,1900-01-05 18:00:00,1,1,1,4,7,1900-01-05 12:01:00,1,0,0,1,0,0,19,0,0,5,9,4,0.59375,0,0,5,13,4,14333333333333300,2,10:08:00,01:04:00,0.093055556,Graduate
1,1,4,9238,1,1,1900-01-05 07:00:00,1,19,19,4,0,1900-01-05 07:04:00,1,0,0,1,0,0,20,0,0,6,8,6,11166666666666600,0,0,6,6,6,11333333333333300,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,4,9500,1,1,1900-01-05 20:00:00,1,19,19,7,7,1900-01-05 09:05:00,1,0,0,1,0,0,18,0,0,8,8,7,12324285714285700,0,0,8,8,7,12324285714285700,0,10:08:00,01:04:00,0.093055556,Graduate
1,44,1,9238,1,39,1900-01-05 10:00:00,1,38,38,5,10,1900-01-05 06:07:00,0,0,1,1,0,0,21,0,3,6,6,6,12166666666666600,0,2,6,7,6,11714285714285700,0,13:09:00,-0.3,0.054861111,Graduate
1,17,2,9238,1,1,1900-01-05 08:00:00,1,19,37,9,8,1900-01-04 20:05:00,0,0,0,1,0,1,18,0,0,6,11,5,11142857142857100,0,0,6,11,4,11:25:00,0,16:02:00,00:03:00,-0.92,Graduate
1,1,1,9238,1,1,1900-01-05 12:00:00,1,34,34,0,0,1900-01-04 23:01:00,1,0,0,1,0,0,18,0,0,6,9,4,11:00:00,0,0,6,9,4,0.46875,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,2,9500,1,1,1900-01-06 05:00:00,1,19,38,9,9,1900-01-05 06:05:00,1,0,0,1,0,0,18,0,0,8,8,7,12914285714285700,0,0,8,8,7,12914285714285700,0,12:07:00,03:07:00,-1.7,Graduate
1,1,4,9773,1,1,1900-01-06 11:00:00,1,3,19,1,4,1900-01-06 05:08:00,1,0,0,1,0,1,18,0,0,6,6,6,13833333333333300,0,0,6,6,6,14166666666666600,0,16:02:00,00:03:00,-0.92,Graduate
1,1,1,9085,1,1,1900-01-05 00:00:00,1,19,1,8,7,1900-01-04 19:01:00,1,0,0,1,0,0,19,0,0,6,8,6,13857142857142800,0,0,6,9,5,13:04:00,0,13:09:00,-0.3,0.054861111,Graduate
1,39,1,9254,1,19,1900-01-05 13:01:00,1,3,19,2,3,1900-01-05 04:05:00,0,0,0,1,0,1,36,0,0,6,7,6,13714285714285700,0,0,6,6,5,12:08:00,0,16:02:00,00:03:00,-0.92,Dropout
1,1,2,9500,1,1,1900-01-05 11:00:00,1,38,1,7,4,1900-01-05 08:03:00,1,0,0,1,0,1,18,0,0,8,8,7,12642857142857100,0,0,8,8,7,12642857142857100,0,12:07:00,03:07:00,-1.7,Graduate
1,1,1,9500,1,1,1900-01-06 05:00:00,1,37,37,9,9,1900-01-05 16:00:00,0,0,0,1,0,1,18,0,0,7,7,6,12916666666666600,0,0,7,7,6,12916666666666600,0,07:06:00,02:06:00,00:32:00,Graduate
1,43,1,9130,1,1,1900-01-05 20:00:00,1,1,3,9,2,1900-01-05 20:00:00,1,0,0,1,0,1,20,0,0,6,8,6,15625,0,0,6,8,6,15857142857142800,0,13:09:00,-0.3,0.054861111,Graduate
1,39,1,9991,0,1,1900-01-05 13:01:00,1,37,37,9,9,1900-01-05 06:03:00,0,0,0,1,0,1,26,0,0,5,7,0,00:00:00,0,0,5,8,0,00:00:00,0,16:02:00,00:03:00,-0.92,Dropout
1,43,1,9773,1,1,1900-01-05 02:00:00,1,1,1,4,5,1900-01-05 06:09:00,0,0,0,1,0,0,21,0,0,6,8,6,11714285714285700,0,0,6,7,6,12:00:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,39,1,9556,1,40,1900-01-05 10:00:00,1,1,1,4,5,1900-01-06 01:00:00,0,0,0,1,0,0,25,0,0,7,10,6,12125,0,0,8,9,8,133125,0,15:05:00,02:08:00,-4.06,Enrolled
1,18,1,9147,1,1,1900-01-05 01:00:00,1,19,3,5,5,1900-01-04 19:08:00,1,0,0,1,0,1,19,0,0,5,7,5,11:06:00,0,0,5,5,5,11:06:00,0,12:04:00,00:05:00,0.096527778,Graduate
1,39,1,8014,0,1,1900-01-05 00:00:00,1,19,37,8,7,1900-01-04 04:00:00,1,0,0,1,0,0,24,0,0,6,11,1,10:00:00,0,0,6,6,0,00:00:00,6,09:04:00,-0.8,-3.12,Dropout
1,39,1,8014,0,1,1900-01-05 13:01:00,1,1,19,5,4,1900-01-04 06:05:00,0,0,0,1,0,1,27,0,0,6,16,1,10:00:00,0,0,6,13,0,00:00:00,0,08:09:00,01:04:00,03:51:00,Dropout
1,17,1,9085,1,1,1900-01-05 01:00:00,1,19,37,1,3,1900-01-05 11:05:00,0,0,0,1,0,0,21,0,0,5,10,0,00:00:00,1,0,5,9,2,13:05:00,0,07:06:00,02:06:00,00:32:00,Dropout
1,1,1,9147,1,1,1900-01-05 13:00:00,1,38,38,7,7,1900-01-06 03:00:00,0,0,0,1,0,1,18,0,0,5,7,4,13:00:00,0,0,5,8,3,12333333333333300,0,09:04:00,-0.8,-3.12,Graduate
2,1,4,9853,1,1,1900-01-05 14:00:00,1,37,37,5,7,1900-01-05 02:05:00,0,1,0,1,0,1,19,0,0,6,6,6,13333333333333300,0,0,6,6,6,14:05:00,0,10:08:00,01:04:00,0.093055556,Graduate
1,1,3,9254,1,1,1900-01-04 19:00:00,1,1,1,3,3,1900-01-04 21:05:00,1,0,0,1,0,0,18,0,0,6,9,4,11:25:00,0,0,6,13,2,12:05:00,0,09:04:00,-0.8,-3.12,Dropout
1,51,1,9500,1,1,1900-01-05 07:00:00,1,19,1,5,9,1900-01-06 06:00:00,0,0,0,1,0,1,19,0,0,7,9,5,0.600694444,0,0,8,9,7,1219285714285710,0,11:01:00,00:06:00,02:02:00,Graduate
